Id,Age,Income,Home,Emp_length,Intent,Amount,Rate,Status,Percent_income,Default,Cred_length
25232,32,45000,RENT,9.0,MEDICAL,12000,7.88,0,0.27,N,6
28830,28,115000,MORTGAGE,3.0,EDUCATION,18500,,0,0.16,N,9
13304,21,37423,RENT,5.0,VENTURE,2800,7.88,0,0.07,N,4
4796,23,33017,RENT,1.0,PERSONAL,5000,,0,0.15,N,4
6071,26,144000,RENT,0.0,DEBTCONSOLIDATION,5800,7.29,0,0.04,N,3
2314,22,31215,OWN,,EDUCATION,14000,9.91,0,0.45,N,3
14261,26,102500,MORTGAGE,4.0,EDUCATION,11800,6.03,0,0.12,N,2
10634,26,69600,MORTGAGE,3.0,VENTURE,5000,11.66,0,0.07,N,4
19984,29,32400,RENT,5.0,VENTURE,10275,6.62,1,0.32,N,8
23258,31,60380,MORTGAGE,10.0,PERSONAL,6000,11.48,0,0.1,N,10
10453,21,52700,MORTGAGE,4.0,MEDICAL,26400,16.49,1,0.43,N,3
28207,30,150000,RENT,2.0,VENTURE,21000,12.62,0,0.14,N,9
22952,31,36000,RENT,3.0,PERSONAL,8000,8.49,0,0.22,N,8
15015,22,52596,RENT,1.0,PERSONAL,15000,10.74,0,0.29,N,2
24297,27,53550,RENT,3.0,MEDICAL,4200,11.99,1,0.07,N,8
11071,24,72000,MORTGAGE,8.0,HOMEIMPROVEMENT,5000,6.03,0,0.07,N,3
23660,28,65000,MORTGAGE,3.0,VENTURE,10000,7.49,0,0.15,N,5
29344,40,172800,RENT,9.0,DEBTCONSOLIDATION,20000,,0,0.12,N,13
28872,35,48000,RENT,6.0,EDUCATION,17000,7.88,1,0.35,N,8
23083,27,50000,RENT,1.0,EDUCATION,8000,13.98,0,0.16,N,9
21474,35,20000,RENT,4.0,EDUCATION,6000,15.99,0,0.3,N,5
13721,23,86000,RENT,6.0,EDUCATION,13000,10.62,0,0.15,N,3
27640,32,155004,MORTGAGE,9.0,VENTURE,15000,8.49,0,0.1,N,8
20138,34,30000,RENT,0.0,MEDICAL,4000,9.63,0,0.13,N,6
21494,31,48000,MORTGAGE,0.0,MEDICAL,7800,7.51,0,0.16,N,10
29561,39,62692,RENT,9.0,VENTURE,13200,9.88,0,0.21,N,11
32333,54,33600,RENT,0.0,DEBTCONSOLIDATION,1000,10.65,1,0.03,N,29
22315,32,27600,RENT,0.0,MEDICAL,7000,6.54,0,0.25,N,9
6880,25,74500,RENT,3.0,MEDICAL,6000,9.99,0,0.08,N,4
13002,23,63719,MORTGAGE,0.0,MEDICAL,3500,7.9,1,0.05,N,3
29002,30,28000,RENT,5.0,DEBTCONSOLIDATION,12000,14.22,1,0.43,N,8
29966,36,29000,RENT,0.0,MEDICAL,5000,16.45,1,0.17,N,13
7765,23,54996,MORTGAGE,2.0,MEDICAL,1925,10.59,0,0.04,N,4
30158,36,39996,RENT,1.0,MEDICAL,5700,7.29,0,0.14,N,13
25545,35,86000,OWN,5.0,MEDICAL,18000,,0,0.21,N,6
17442,22,75000,RENT,5.0,EDUCATION,5000,11.49,0,0.07,N,4
18508,33,12000,RENT,,EDUCATION,1000,7.88,1,0.08,N,7
28662,28,75000,RENT,5.0,VENTURE,5000,7.88,0,0.07,N,6
14957,25,44000,RENT,1.0,EDUCATION,15000,14.59,1,0.34,N,4
21455,31,48000,MORTGAGE,8.0,DEBTCONSOLIDATION,14400,7.29,0,0.3,N,5
12853,24,85000,MORTGAGE,3.0,HOMEIMPROVEMENT,12000,7.51,0,0.14,N,4
30467,43,55000,OWN,17.0,VENTURE,2000,12.53,0,0.04,N,11
5511,25,45000,MORTGAGE,3.0,EDUCATION,6000,11.83,0,0.13,N,2
26682,32,110000,MORTGAGE,16.0,HOMEIMPROVEMENT,6700,6.92,0,0.06,N,7
25584,27,75000,MORTGAGE,11.0,EDUCATION,12000,9.91,1,0.16,N,10
25657,30,89000,MORTGAGE,3.0,PERSONAL,10800,11.99,0,0.12,N,8
8995,24,60000,MORTGAGE,8.0,DEBTCONSOLIDATION,14000,,0,0.23,N,2
8672,22,30000,RENT,0.0,PERSONAL,8000,9.32,0,0.27,N,4
20790,31,42100,RENT,4.0,DEBTCONSOLIDATION,5000,10.36,0,0.12,N,9
28090,28,25200,RENT,5.0,PERSONAL,11500,14.46,1,0.46,N,10
31947,40,38000,RENT,4.0,DEBTCONSOLIDATION,7000,15.99,1,0.18,N,16
10526,22,32000,RENT,2.0,VENTURE,10000,13.22,1,0.31,N,3
26099,35,88000,RENT,2.0,PERSONAL,13600,7.9,0,0.15,N,6
9385,26,70000,RENT,10.0,HOMEIMPROVEMENT,8000,7.9,0,0.11,N,4
9967,25,55000,RENT,9.0,EDUCATION,9000,10.99,0,0.16,N,4
15535,23,144000,OWN,1.0,VENTURE,6800,7.49,0,0.05,N,2
12833,22,36000,RENT,1.0,HOMEIMPROVEMENT,3000,10.37,1,0.08,N,3
13286,25,90000,MORTGAGE,9.0,EDUCATION,20000,6.54,0,0.22,N,3
24225,27,70000,MORTGAGE,7.0,VENTURE,8000,16.0,0,0.11,N,10
32436,70,42000,RENT,1.0,MEDICAL,8000,9.63,0,0.19,N,24
4968,22,36000,RENT,5.0,MEDICAL,5000,16.32,1,0.14,N,4
5258,25,45000,MORTGAGE,3.0,EDUCATION,9000,6.62,0,0.2,N,3
20594,28,42000,MORTGAGE,5.0,HOMEIMPROVEMENT,5375,10.65,0,0.13,N,7
28330,28,115000,RENT,0.0,HOMEIMPROVEMENT,2850,6.54,0,0.02,N,7
17340,22,37200,RENT,6.0,HOMEIMPROVEMENT,7000,7.9,1,0.19,N,2
11844,23,76500,MORTGAGE,2.0,EDUCATION,4800,7.51,0,0.06,N,4
6622,24,50000,MORTGAGE,4.0,DEBTCONSOLIDATION,5000,10.0,0,0.1,N,4
8983,26,52000,RENT,3.0,EDUCATION,8000,10.25,0,0.15,N,4
26301,31,78000,RENT,1.0,DEBTCONSOLIDATION,14000,9.63,0,0.18,N,9
24394,32,50000,RENT,6.0,DEBTCONSOLIDATION,10000,9.25,0,0.2,N,8
3804,26,38400,MORTGAGE,5.0,DEBTCONSOLIDATION,6000,7.51,0,0.16,N,3
4369,22,23448,RENT,,DEBTCONSOLIDATION,4800,11.86,0,0.2,N,3
20207,32,42000,RENT,6.0,PERSONAL,4000,11.12,0,0.1,N,5
11504,26,75000,MORTGAGE,8.0,DEBTCONSOLIDATION,7200,15.23,0,0.1,N,4
1651,23,28296,MORTGAGE,,PERSONAL,7000,,0,0.25,N,4
14347,24,105000,MORTGAGE,8.0,HOMEIMPROVEMENT,5600,15.23,0,0.05,N,4
26790,27,41000,RENT,0.0,MEDICAL,15000,11.48,1,0.37,N,8
20304,31,40000,MORTGAGE,4.0,DEBTCONSOLIDATION,4625,12.42,0,0.12,N,5
32039,38,80000,RENT,9.0,EDUCATION,2500,10.99,0,0.03,N,13
16700,23,70000,RENT,1.0,MEDICAL,17000,8.88,0,0.24,N,4
9272,25,60500,OWN,6.0,PERSONAL,17000,12.42,0,0.28,N,2
20038,35,62217,RENT,15.0,EDUCATION,3700,,0,0.06,N,8
26078,30,96000,MORTGAGE,8.0,EDUCATION,18000,13.49,0,0.19,N,7
26269,27,100000,MORTGAGE,1.0,HOMEIMPROVEMENT,12000,6.03,0,0.12,N,6
27784,33,210000,MORTGAGE,17.0,DEBTCONSOLIDATION,20000,9.91,0,0.1,N,7
28680,35,250000,OWN,8.0,VENTURE,15000,9.88,0,0.06,N,9
32086,41,54000,MORTGAGE,6.0,HOMEIMPROVEMENT,5000,13.23,1,0.09,N,12
15246,25,126000,MORTGAGE,,DEBTCONSOLIDATION,6000,6.92,0,0.05,N,3
12379,26,40000,RENT,2.0,MEDICAL,12000,7.51,0,0.3,N,2
12642,25,28800,RENT,2.0,VENTURE,3000,11.12,0,0.1,N,3
10189,24,65544,OWN,4.0,EDUCATION,5000,10.74,0,0.08,N,2
19325,31,95000,RENT,2.0,MEDICAL,2500,13.72,0,0.03,N,5
3607,25,19800,RENT,9.0,MEDICAL,3625,16.29,1,0.18,N,2
7758,23,54960,MORTGAGE,7.0,EDUCATION,5500,6.03,0,0.1,N,3
30302,40,80000,RENT,0.0,MEDICAL,6000,8.94,0,0.07,N,11
7266,22,60200,RENT,2.0,DEBTCONSOLIDATION,6325,7.51,0,0.11,N,3
19562,33,56312,RENT,2.0,HOMEIMPROVEMENT,3000,11.71,0,0.05,N,9
20239,31,50000,RENT,0.0,VENTURE,4000,6.62,0,0.08,N,8
20951,28,42000,RENT,3.0,MEDICAL,8800,12.42,0,0.21,N,10
103,25,230000,MORTGAGE,5.0,MEDICAL,35000,13.99,0,0.15,N,4
27439,28,140000,MORTGAGE,4.0,HOMEIMPROVEMENT,25000,15.95,0,0.18,N,10
4417,25,35000,RENT,9.0,VENTURE,4800,11.14,0,0.14,N,2
22282,34,54000,MORTGAGE,5.0,MEDICAL,10000,7.29,0,0.19,N,7
1423,24,70399,RENT,0.0,DEBTCONSOLIDATION,1000,8.59,0,0.01,N,2
5380,23,45000,MORTGAGE,7.0,DEBTCONSOLIDATION,7000,5.42,0,0.16,N,3
25911,34,92000,MORTGAGE,5.0,MEDICAL,10000,7.51,0,0.11,N,10
10274,23,66000,MORTGAGE,7.0,VENTURE,5000,9.88,0,0.08,N,4
967,23,39996,RENT,2.0,EDUCATION,18000,9.25,1,0.45,N,4
28840,29,69000,OWN,11.0,MEDICAL,6000,11.12,0,0.09,N,8
26668,30,98000,MORTGAGE,6.0,HOMEIMPROVEMENT,35000,10.59,1,0.36,N,8
11407,23,68500,MORTGAGE,7.0,PERSONAL,9800,14.84,1,0.14,N,2
19534,29,49000,RENT,2.0,DEBTCONSOLIDATION,12000,15.37,1,0.24,N,7
26589,30,32000,RENT,1.0,DEBTCONSOLIDATION,15000,12.42,1,0.47,N,5
17603,21,18000,RENT,1.0,VENTURE,3200,8.49,1,0.18,N,2
5775,22,46500,MORTGAGE,3.0,VENTURE,13000,7.29,0,0.28,N,3
7914,25,48226,RENT,9.0,MEDICAL,7000,7.9,0,0.15,N,3
30006,41,56000,RENT,3.0,HOMEIMPROVEMENT,9000,5.99,0,0.16,N,16
28873,33,53000,RENT,6.0,DEBTCONSOLIDATION,2500,9.99,0,0.05,N,7
621,24,51500,RENT,6.0,VENTURE,20000,12.21,1,0.39,N,4
29572,36,36000,RENT,3.0,EDUCATION,2500,9.76,0,0.07,N,15
14578,23,45000,RENT,1.0,DEBTCONSOLIDATION,2000,13.49,0,0.04,N,2
11837,22,59813,MORTGAGE,6.0,MEDICAL,20000,17.74,1,0.28,N,3
11739,25,80000,RENT,0.0,MEDICAL,10000,10.37,0,0.13,N,2
351,23,16000,OWN,7.0,MEDICAL,6000,7.9,1,0.38,N,2
20413,29,91500,RENT,2.0,MEDICAL,4500,10.65,0,0.05,N,5
5109,23,57000,RENT,1.0,PERSONAL,9000,7.14,0,0.16,N,2
11058,26,46877,RENT,,DEBTCONSOLIDATION,10000,5.42,0,0.21,N,2
6304,24,34000,RENT,0.0,PERSONAL,6000,8.9,0,0.18,N,4
22718,30,57408,MORTGAGE,0.0,DEBTCONSOLIDATION,18000,8.88,0,0.31,N,10
28396,27,35000,RENT,1.0,VENTURE,8000,12.21,0,0.23,N,8
9937,22,51000,RENT,4.0,EDUCATION,9000,15.33,0,0.18,N,4
16930,22,54252,MORTGAGE,6.0,PERSONAL,3500,6.39,0,0.06,N,4
23084,32,50000,RENT,2.0,MEDICAL,8000,10.62,0,0.16,N,8
16452,25,38400,MORTGAGE,9.0,EDUCATION,12000,10.38,0,0.31,N,3
14166,26,30000,OWN,3.0,VENTURE,1925,6.03,0,0.06,N,3
4963,22,43000,MORTGAGE,3.0,VENTURE,2600,,0,0.06,N,4
12546,22,82500,MORTGAGE,3.0,MEDICAL,14400,9.32,0,0.17,N,3
32015,38,104800,MORTGAGE,6.0,VENTURE,14000,6.03,0,0.13,N,14
1469,22,27000,OWN,3.0,MEDICAL,6000,6.54,0,0.22,N,4
462,26,155000,RENT,7.0,DEBTCONSOLIDATION,24000,10.99,0,0.15,N,4
5011,22,43000,MORTGAGE,5.0,MEDICAL,7000,10.62,0,0.16,N,4
10129,22,43000,RENT,1.0,DEBTCONSOLIDATION,9575,6.62,0,0.22,N,3
17208,25,125000,RENT,9.0,VENTURE,6500,14.61,0,0.05,N,3
14137,22,100000,MORTGAGE,0.0,DEBTCONSOLIDATION,20000,11.83,0,0.2,N,2
25396,31,38000,OWN,8.0,EDUCATION,6600,13.47,0,0.17,N,5
22678,30,48000,RENT,4.0,MEDICAL,7500,7.49,0,0.16,N,6
5081,26,43200,MORTGAGE,10.0,HOMEIMPROVEMENT,2500,9.88,0,0.06,N,4
20919,31,90000,RENT,6.0,PERSONAL,9000,5.42,0,0.1,N,9
25649,32,88500,MORTGAGE,5.0,MEDICAL,2700,14.27,0,0.03,N,10
18992,29,128000,RENT,0.0,EDUCATION,15000,9.63,1,0.12,N,9
14164,23,30000,OWN,,EDUCATION,14125,6.62,0,0.47,N,4
28105,27,190000,RENT,5.0,VENTURE,22000,6.91,0,0.12,N,8
21849,33,50000,OWN,2.0,PERSONAL,1200,14.26,0,0.02,N,6
1239,23,44000,RENT,7.0,EDUCATION,16000,8.49,1,0.36,N,4
31577,36,108000,MORTGAGE,1.0,MEDICAL,7000,7.74,0,0.06,N,14
18556,34,50000,RENT,4.0,PERSONAL,18000,8.88,1,0.36,N,9
12353,23,39000,RENT,7.0,MEDICAL,12000,10.83,1,0.31,N,3
29964,38,35000,RENT,6.0,PERSONAL,5000,9.99,0,0.14,N,14
29702,41,39000,RENT,2.0,PERSONAL,3500,13.11,0,0.09,N,13
11736,22,80000,RENT,6.0,PERSONAL,10000,8.49,0,0.13,N,4
22968,29,60000,MORTGAGE,14.0,PERSONAL,20000,6.99,0,0.33,N,7
25496,27,85000,MORTGAGE,6.0,HOMEIMPROVEMENT,5500,11.36,0,0.06,N,9
25849,28,90722,MORTGAGE,7.0,HOMEIMPROVEMENT,18000,10.99,0,0.2,N,5
9173,24,60000,MORTGAGE,6.0,HOMEIMPROVEMENT,14000,8.94,0,0.23,N,2
15782,24,134300,MORTGAGE,2.0,MEDICAL,12000,16.45,1,0.08,N,2
20729,32,37000,RENT,3.0,EDUCATION,5000,9.62,0,0.14,N,7
26356,31,100000,MORTGAGE,5.0,DEBTCONSOLIDATION,11000,7.51,0,0.11,N,5
28485,29,56500,RENT,3.0,EDUCATION,7000,,1,0.12,N,9
26304,33,100000,MORTGAGE,3.0,PERSONAL,15000,10.0,0,0.15,N,7
14639,24,44000,RENT,0.0,PERSONAL,2000,8.0,1,0.05,N,4
24262,27,70392,MORTGAGE,9.0,VENTURE,1500,,0,0.02,N,9
28208,32,25000,RENT,0.0,PERSONAL,3000,13.48,0,0.12,N,5
9808,24,34000,RENT,2.0,DEBTCONSOLIDATION,9000,13.16,0,0.26,N,3
3901,21,33000,MORTGAGE,2.0,HOMEIMPROVEMENT,3250,7.14,1,0.1,N,3
1719,24,28800,OWN,8.0,VENTURE,6000,10.74,0,0.21,N,2
30260,42,57996,RENT,26.0,VENTURE,6000,8.59,0,0.1,N,12
19929,34,37000,OWN,17.0,EDUCATION,5000,7.9,0,0.14,N,10
21890,28,75000,RENT,4.0,EDUCATION,6000,6.92,0,0.08,N,6
9410,23,62000,MORTGAGE,1.0,MEDICAL,10000,7.9,0,0.16,N,3
32412,52,52000,OWN,0.0,PERSONAL,9600,8.49,0,0.18,N,19
22669,35,57000,MORTGAGE,8.0,MEDICAL,5500,7.49,0,0.1,N,5
14194,25,101000,MORTGAGE,9.0,EDUCATION,17000,11.71,0,0.17,N,3
30426,37,35000,RENT,0.0,DEBTCONSOLIDATION,7000,16.77,1,0.2,N,17
19420,27,38000,RENT,5.0,MEDICAL,3000,7.49,0,0.08,N,8
2863,22,58170,RENT,1.0,EDUCATION,3000,9.07,1,0.05,N,2
9110,25,65000,RENT,0.0,PERSONAL,5200,9.99,0,0.08,N,3
10170,25,34000,RENT,7.0,PERSONAL,9600,14.54,1,0.28,N,2
3341,25,36000,MORTGAGE,3.0,VENTURE,5000,,0,0.14,N,4
4112,26,29000,RENT,10.0,DEBTCONSOLIDATION,4200,,0,0.14,N,3
9323,26,61000,MORTGAGE,8.0,MEDICAL,21000,,0,0.34,N,2
26314,32,100000,MORTGAGE,4.0,VENTURE,9500,5.79,0,0.1,N,8
14820,25,115200,MORTGAGE,1.0,VENTURE,14000,6.62,0,0.12,N,3
6997,26,51000,MORTGAGE,11.0,HOMEIMPROVEMENT,9000,9.99,0,0.18,N,3
30801,41,33000,RENT,6.0,VENTURE,9400,8.9,0,0.28,N,16
22267,32,57192,RENT,5.0,PERSONAL,6400,8.0,0,0.11,N,5
32460,51,36000,RENT,3.0,MEDICAL,10000,15.65,0,0.28,N,30
4415,22,40058,MORTGAGE,5.0,VENTURE,6000,9.91,0,0.15,N,2
17647,22,39000,MORTGAGE,6.0,EDUCATION,7000,8.94,1,0.18,N,3
19127,31,22800,RENT,3.0,HOMEIMPROVEMENT,2400,8.49,1,0.11,N,8
26966,28,120000,MORTGAGE,3.0,MEDICAL,14500,5.42,0,0.12,N,8
28191,28,160000,OWN,12.0,VENTURE,23000,11.83,0,0.14,N,5
18208,29,160000,MORTGAGE,8.0,EDUCATION,7000,,0,0.04,N,8
20466,28,40000,MORTGAGE,10.0,DEBTCONSOLIDATION,10000,11.26,0,0.25,N,6
5640,24,90000,RENT,5.0,VENTURE,5000,9.99,0,0.06,N,3
32084,37,73000,RENT,4.0,HOMEIMPROVEMENT,11500,12.21,0,0.16,N,13
17149,24,73399,RENT,0.0,EDUCATION,27000,,1,0.37,N,2
9056,25,60000,OWN,8.0,MEDICAL,25000,10.99,0,0.42,N,3
25757,31,90000,MORTGAGE,11.0,EDUCATION,12000,6.92,0,0.13,N,5
25572,27,85000,RENT,2.0,PERSONAL,12000,9.91,0,0.14,N,7
950,25,24000,MORTGAGE,,DEBTCONSOLIDATION,5800,5.99,0,0.24,N,3
23432,27,67000,RENT,1.0,DEBTCONSOLIDATION,8050,14.72,0,0.12,N,9
19752,27,35000,RENT,1.0,VENTURE,3500,8.59,0,0.1,N,6
7735,23,33000,RENT,0.0,EDUCATION,7000,6.62,0,0.21,N,2
21475,30,20000,RENT,1.0,EDUCATION,6000,,0,0.3,N,9
26978,28,120000,MORTGAGE,4.0,PERSONAL,8000,15.62,0,0.07,N,7
7351,22,60000,RENT,3.0,PERSONAL,6500,9.25,0,0.11,N,2
29202,36,174462,RENT,9.0,VENTURE,20000,17.04,1,0.11,N,16
8437,23,116700,RENT,2.0,EDUCATION,7500,,0,0.06,N,4
23013,27,60000,MORTGAGE,7.0,MEDICAL,3400,,0,0.06,N,7
12785,22,85000,MORTGAGE,0.0,EDUCATION,12000,11.99,0,0.14,N,3
27337,35,122000,MORTGAGE,3.0,VENTURE,25000,15.2,1,0.2,N,10
10788,22,40000,RENT,0.0,EDUCATION,10000,8.0,0,0.25,N,4
13354,22,90000,MORTGAGE,1.0,EDUCATION,2500,13.22,0,0.03,N,2
8244,21,56400,OWN,5.0,VENTURE,5000,6.54,0,0.09,N,2
21599,30,49000,OWN,7.0,PERSONAL,8500,12.18,0,0.17,N,8
31487,36,99500,OWN,5.0,VENTURE,4000,7.74,0,0.04,N,16
7056,22,51000,MORTGAGE,3.0,EDUCATION,15200,10.99,0,0.3,N,4
24755,27,75000,OWN,11.0,HOMEIMPROVEMENT,6000,13.47,0,0.08,N,7
9913,22,47840,RENT,0.0,EDUCATION,9000,12.53,0,0.19,N,4
2808,23,34662,MORTGAGE,1.0,HOMEIMPROVEMENT,3000,10.75,1,0.09,N,4
18050,35,14400,OWN,2.0,DEBTCONSOLIDATION,5550,10.37,1,0.39,N,8
31401,42,82500,RENT,3.0,DEBTCONSOLIDATION,2575,6.76,0,0.03,N,11
14244,26,102000,MORTGAGE,3.0,DEBTCONSOLIDATION,20000,11.36,0,0.2,N,4
4750,21,30000,RENT,3.0,VENTURE,5000,13.92,0,0.17,N,4
18503,27,12000,RENT,1.0,DEBTCONSOLIDATION,725,7.37,0,0.06,N,6
30767,38,36000,RENT,10.0,MEDICAL,9000,11.83,0,0.25,N,11
15272,26,60000,RENT,7.0,DEBTCONSOLIDATION,15000,6.03,0,0.25,N,3
19478,31,33600,MORTGAGE,1.0,HOMEIMPROVEMENT,15250,12.53,0,0.45,N,6
25611,34,87360,MORTGAGE,11.0,PERSONAL,12000,11.11,0,0.14,N,5
21783,27,60000,RENT,0.0,DEBTCONSOLIDATION,6000,9.25,0,0.1,N,9
22403,30,55000,MORTGAGE,1.0,PERSONAL,6500,10.99,0,0.12,N,9
4217,23,40000,MORTGAGE,2.0,MEDICAL,7000,8.88,0,0.17,N,3
13678,21,33600,OWN,5.0,VENTURE,3000,11.83,0,0.09,N,4
1927,22,62000,RENT,4.0,EDUCATION,2000,15.27,0,0.03,N,2
31489,38,54000,RENT,2.0,MEDICAL,14000,,1,0.26,N,17
16410,23,40000,RENT,3.0,EDUCATION,8000,11.49,0,0.2,N,2
3538,24,44000,RENT,4.0,DEBTCONSOLIDATION,10400,12.69,0,0.24,N,4
3616,21,27996,RENT,5.0,EDUCATION,3700,8.0,0,0.13,N,3
30459,44,55000,MORTGAGE,2.0,EDUCATION,5000,7.51,0,0.09,N,11
3935,25,43000,RENT,9.0,MEDICAL,4000,12.99,0,0.09,N,4
18321,29,72000,RENT,8.0,HOMEIMPROVEMENT,20400,11.49,0,0.28,N,7
21727,28,50000,MORTGAGE,1.0,VENTURE,8000,5.99,0,0.16,N,7
4829,25,36000,MORTGAGE,2.0,DEBTCONSOLIDATION,13750,13.22,1,0.38,N,4
9743,22,64000,MORTGAGE,6.0,EDUCATION,6000,,0,0.09,N,4
23165,28,60000,OWN,5.0,MEDICAL,20000,,0,0.33,N,5
4433,22,40499,MORTGAGE,7.0,MEDICAL,11500,11.83,0,0.28,N,4
15791,25,175000,MORTGAGE,9.0,PERSONAL,7550,11.49,0,0.04,N,4
12484,26,82000,MORTGAGE,5.0,PERSONAL,19075,7.9,0,0.23,N,2
32531,55,125000,MORTGAGE,9.0,PERSONAL,8400,9.63,0,0.07,N,18
3613,24,17496,RENT,,EDUCATION,3700,14.22,1,0.21,N,4
254,26,180000,MORTGAGE,2.0,VENTURE,12000,9.63,0,0.07,N,4
29710,36,53000,RENT,1.0,EDUCATION,3500,9.32,0,0.07,N,17
21083,32,45000,MORTGAGE,6.0,PERSONAL,15000,7.51,0,0.33,N,5
20021,34,31800,MORTGAGE,,PERSONAL,1700,,1,0.05,N,9
24580,28,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,15000,8.9,0,0.2,N,9
11159,23,50000,RENT,0.0,EDUCATION,10000,6.92,0,0.2,N,2
568,26,125000,RENT,5.0,HOMEIMPROVEMENT,21000,8.9,0,0.17,N,2
10645,26,69912,MORTGAGE,9.0,VENTURE,8000,6.99,0,0.11,N,2
14726,25,113000,MORTGAGE,8.0,VENTURE,21000,11.49,0,0.19,N,4
7898,23,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,3850,5.42,0,0.07,N,2
19423,28,38400,RENT,0.0,PERSONAL,3000,9.25,0,0.08,N,10
12995,23,86400,OWN,0.0,EDUCATION,16000,11.86,0,0.19,N,3
18100,31,85000,RENT,0.0,PERSONAL,25000,11.89,0,0.29,N,6
5990,23,60000,RENT,1.0,PERSONAL,5600,7.29,0,0.09,N,2
11646,21,75000,MORTGAGE,4.0,MEDICAL,25000,,0,0.33,N,2
29831,42,39996,MORTGAGE,2.0,HOMEIMPROVEMENT,2500,5.42,0,0.06,N,12
32518,57,40000,RENT,1.0,DEBTCONSOLIDATION,15000,8.9,1,0.38,N,20
24811,31,89000,RENT,1.0,VENTURE,10000,10.99,0,0.11,N,9
17582,23,54000,MORTGAGE,,PERSONAL,5000,9.99,0,0.09,N,2
2881,26,67500,RENT,1.0,HOMEIMPROVEMENT,3000,9.32,0,0.04,N,4
21016,28,33000,RENT,12.0,MEDICAL,8500,13.99,0,0.26,N,9
2227,22,62000,RENT,5.0,VENTURE,13200,,0,0.21,N,4
8324,25,57000,OWN,5.0,PERSONAL,12000,13.23,0,0.21,N,3
24446,33,53000,RENT,2.0,EDUCATION,10000,8.94,0,0.19,N,9
26803,30,114000,MORTGAGE,14.0,MEDICAL,7200,6.03,0,0.06,N,8
1355,22,26000,MORTGAGE,3.0,PERSONAL,500,10.46,0,0.02,N,4
2928,24,110000,RENT,8.0,VENTURE,3000,7.88,0,0.03,N,2
7459,25,42000,RENT,2.0,MEDICAL,6750,17.27,1,0.16,N,2
25816,29,27000,RENT,2.0,EDUCATION,2725,9.63,0,0.1,N,6
8804,21,40000,RENT,2.0,DEBTCONSOLIDATION,8000,9.63,0,0.2,N,2
9916,22,65000,OWN,6.0,VENTURE,7000,11.49,0,0.11,N,4
22490,30,30000,RENT,7.0,DEBTCONSOLIDATION,7200,10.36,0,0.24,N,6
22818,28,30100,RENT,0.0,PERSONAL,7800,14.35,0,0.26,N,10
10249,26,59000,RENT,3.0,EDUCATION,9600,7.49,1,0.16,N,3
16887,25,80004,RENT,5.0,HOMEIMPROVEMENT,10000,9.62,0,0.12,N,4
23450,31,26900,RENT,1.0,VENTURE,8325,7.51,1,0.31,N,7
20029,32,65000,RENT,3.0,PERSONAL,3625,6.03,0,0.06,N,8
22307,29,54000,MORTGAGE,2.0,DEBTCONSOLIDATION,5000,7.14,0,0.09,N,5
5245,24,28800,RENT,2.0,PERSONAL,8875,,1,0.31,N,2
25855,28,91000,OWN,11.0,VENTURE,7000,6.99,0,0.08,N,6
24540,30,60000,RENT,2.0,PERSONAL,10000,7.49,0,0.17,N,7
15689,21,18000,OWN,5.0,HOMEIMPROVEMENT,6500,7.4,1,0.36,N,3
20139,27,38400,MORTGAGE,3.0,DEBTCONSOLIDATION,15000,12.68,0,0.39,N,5
5788,21,14400,RENT,4.0,MEDICAL,5500,11.48,1,0.38,N,3
25501,32,85000,MORTGAGE,16.0,PERSONAL,10000,7.74,0,0.12,N,8
19708,31,47756,RENT,3.0,MEDICAL,3350,13.98,0,0.07,N,5
28473,28,126000,MORTGAGE,2.0,HOMEIMPROVEMENT,12000,11.71,0,0.1,N,8
8254,23,40000,RENT,7.0,VENTURE,7500,12.69,0,0.19,N,2
14589,23,110000,MORTGAGE,1.0,PERSONAL,18000,10.37,0,0.16,N,3
7007,23,42500,RENT,1.0,PERSONAL,6200,13.92,0,0.15,N,2
15052,23,120000,MORTGAGE,0.0,PERSONAL,17000,8.94,0,0.14,N,2
8838,25,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,4000,5.99,0,0.07,N,4
3808,25,30900,RENT,1.0,VENTURE,4000,12.61,1,0.13,N,3
13935,21,98132,MORTGAGE,5.0,MEDICAL,15000,11.36,0,0.15,N,4
2298,24,22000,RENT,0.0,DEBTCONSOLIDATION,2500,9.76,0,0.11,N,2
29450,42,35004,RENT,12.0,MEDICAL,1500,7.37,0,0.04,N,12
931,25,75000,RENT,0.0,EDUCATION,18500,7.49,0,0.25,N,3
12917,23,85000,MORTGAGE,7.0,DEBTCONSOLIDATION,7000,8.63,0,0.08,N,2
25434,31,70000,RENT,8.0,HOMEIMPROVEMENT,12000,,0,0.17,N,6
12601,23,77200,MORTGAGE,4.0,EDUCATION,22000,13.23,1,0.28,N,2
25632,27,88000,MORTGAGE,8.0,PERSONAL,14400,11.71,0,0.16,N,6
16604,22,42000,MORTGAGE,,DEBTCONSOLIDATION,3200,7.9,1,0.08,N,3
12783,25,85000,MORTGAGE,9.0,DEBTCONSOLIDATION,24000,10.99,0,0.28,N,4
30097,43,98760,RENT,8.0,VENTURE,5000,14.84,0,0.05,N,14
